NomDuGroupe	Restaurant	Note	Prix	Cuisine	Service	Ambiance	Avis	URL
Bour	La veyrie - Bernin	5.0	NE	Positive	Positive	Positive	Nous ne sommes qu'une bande d'écrivains ne nous prenant pas pour des experts en gastronomie, et n'ayant pas de colère à cracher sur les autres. Nous avons des connaissances culinaires reconnues sans en faire étalage. Nous n'avions pas à l'avance inventé ce que pourrait être ce déjeuner, les papilles et l'esprit ouverts. Donc un groupe en séminaire à qui le restaurant La Veyrie a proposé un forfait journée. Nous ne connaissions pas cet établissement et voulions voir. La salle de réunion est spacieuse, bien équipée, bien garnie de boissons et autres sustentations. Par ce temps lourd et chaud, nous avons fortement apprécié la climatisation. Le repas était servi dehors sous d’immenses parasols, pour mieux profiter du magnifique paysage. Les mets goûteux, harmonieux, bien dressés, en quantité  suffisante sans excès. Le service simple et sympathique, surtout si on manie l’humour. Bref, un très bon repas.	https://www.tripadvisor.fr/ShowUserReviews-g858498-d8263818-r691305233-La_Veyrie-Bernin_Isere_Auvergne_Rhone_Alpes.html
DiMalta_Fauchon	Shunbun - Grenoble	4.0	NE	Neutre	Positive	Positive	Soirée improvisée pour des shuisis. Nous n avons pas réservé mais le restaurant était plein. Nous avons pris 2 menus (16 et 23 euros). Assiettes bien présentées et bonnes. Un peu déçu car plus le dessert crêpes shuisi au Nutella ni de café gourmand ! Cadre sympa	https://www.tripadvisor.fr/ShowUserReviews-g187264-d5443596-r561793953-Shunbun-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Lacene	"""""""L'institut restaurant-Lyon"""""""	5.0	NE	Neutre	Positive	NE	"""""""Service impeccable, plats variés et vraiment bons. Seul bémol : plateau de fromages pourrait être plus varié. Bonne expérience"""""""	https://www.tripadvisor.fr/ShowUserReviews-g187265-d5539701-r962636881-L_Institut_Restaurant-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Hardwick_Micha	Les Terrasses de Lyon - Lyon	3.0	NE	Positive	NE	Positive	Dans un cadre superbe nous avons été surpris de ne pas avoir eu s’amuse-bouche Les plats étaient excellents mais avec des portions très limitées	https://www.tripadvisor.fr/ShowUserReviews-g187265-d3727154-r805754773-Les_Terrasses_de_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Lahbabi	Le Gurtlerhoft - Strasbourg	5.0	NE	NE	Positive	Positive	Excellent accueil, vaste choix de plats régionaux, dans un lieu singulier (anciennes caves viticoles de la cathédrale). Service rapide et très sympathique	https://www.tripadvisor.fr/Restaurant_Review-g187075-d794843-Reviews-or90-Le_Gurtlerhoft-Strasbourg_Bas_Rhin_Grand_Est.html
Feron_Mecheloukh	Le Marrakech - Annecy	4.0	NE	Positive	Neutre	Positive	Couscous et tajines servis copieusement. Acceuil correct. cadre sympathique intérieur typique. De plus the a la menthe excellent pour finir le repas	https://www.tripadvisor.fr/Restaurant_Review-g187260-d1992149-Reviews-or60-Le_Marrakech-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Feron_Mecheloukh	Le Marrakech - Annecy	4.0	Positive	Positive	Positive	Positive	En entrant pour la première fois dans ce restaurant Marocain, vous serez surpris par le décor. En effet, celui-ci est vraiment en adéquation avec le Maroc, tentures au lagon façon toile de tente, table recouverte en mosaïques pour certaines et pour d'autres c'est un plat à couscous qui accueillera vos plats. Le couscous, les tajines, les patisseries sont vraiment excellentes et je crois savoir que le jeudi soir vous aurez droit à des danseuses orientales. Le service est très bien et les tarifs tous à fait corrects. Un parking à l'arrière du restaurant est disponible si vous ne dinez pas trop tard le weekend car se garer en dehors de celui-ci n'est pas toujours simple. Bon appétit	https://www.tripadvisor.fr/Restaurant_Review-g187260-d1992149-Reviews-or195-Le_Marrakech-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Espinal_Lu	La Ferme à Dédé - Grenoble	1.0	NE	Négative	Négative	Négative	La mauvaise odeur en entrant aurait dû nous faire rebrousser chemin. Il n'y a pas d'accueil on nous montre la table du doigt sans nous accompagner et on nous balance la carte sur la table. On peut s'attendre à ce que les spécialités savoyardes dans ce genre de petites adresses soient mises à l'honneur, mais les produits sont de mauvaise qualité, sûrement mal conservés et la cuisine ratée. Les gratins dauphinois semblent décongelés et le clou du spectacle, une cigale ou autre insecte exotique dans le poulet. Le serveur n'a pas été surpris et l'a fait disparaître d'un coup de serviette magique. Quand on voit que le restaurant ne désemplit pas, on se demande bien ce qui peut faire leur succès ! Ce n'est sûrement pas une clientèle d'habitués !	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718658-r729956282-La_Ferme_a_Dede_Grenoble_Centre-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Chaussemy_Zergua	Les Grands Buffets - Narbonne	2.0	Négative	Négative	Négative	Négative	"""Bon je ne reviendrai pas sur des commentaires, peu enthousiastes voir négatifs, déjà vus et que je partage: environnement, décoration, queues et attentes, qualité de la nourriture, prix. A ce tableau je rajouterai pour un établissement qui souhaite des convives aux tenues """"correctes+"""" (même si ce n'est pas le cas) qu'il pourrait être un peu plus attentif aux prestations à table: ne pas laisser des assiettes sales, changer les couverts, enlever bouteilles vides, etc. Un peu d'attention client pour un restaurant au règlement exigeant et qui n'est pas à la hauteur!!!"""	https://www.tripadvisor.fr/ShowUserReviews-g187155-d1903797-r971415370-Les_Grands_Buffets-Narbonne_Aude_Occitanie.html
Gaubert_Godin	Brasserie Chavant Grenoble	5.0	NE	Positive	Positive	Positive	Le service est parfait, le serveur était au petit soin tout le long du repas. Les plats sont excellents et généreux. La terrasse en recule de la route est très agréable.	https://www.tripadvisor.fr/Restaurant_Review-g187264-d3237883-Reviews-or15-Brasserie_Chavant_Grenoble-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Berger_Selvaradjou	Le Bombay	5.0	Positive	Positive	Positive	Positive	Après avoir réservé ( c'est préférable), nous avons été accueillis dans un cadre qui nous a transporté en Inde, les tables, meubles, déco et surtout ces parfums d'épices! En lisant le menu présenté dans un beau livre, nous avions l'eau à la bouche : que de bonnes choses! Finalement, nous avons choisi un menu végétarien qui pour un bon rapport qualité/prix était excellent. Une explosion de saveur, un vrai régal!! Le personnel était serviable et aux petits soins. Le service rapide, nous reviendrons!	https://www.tripadvisor.fr/ShowUserReviews-g187264-d795433-r558307107-Le_Bombay-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Dorget_Sage	Les 3 Brasseurs - Echirolles	4.0	Positive	Positive	NE	NE	De la bière locale et de qualité, nourriture généreuse, bonne, sans prétention. Flamenkuches offertes pour les groupes consommant de la bière.	https://www.tripadvisor.fr/ShowUserReviews-g1051968-d4742729-r892533684-Les_3_brasseurs-Echirolles_Isere_Auvergne_Rhone_Alpes.html
Macé_Mutamu	Les Terrasses Poulard - Le Mont-Saint-Michel	1.0	Négative	Négative	Positive	Neutre	Rien ne justifie les prix exhorbitants de ce restaurant. L’un des 3 menus n’était pas disponible (pourtant celui qui fait rentrer la majorité des clients...).  Les moules n'étaient pas bonnes, le steak de notre fils immangeable... accueil moyen mais le serveur était plutôt sympathique ensuite.	https://www.tripadvisor.fr/ShowUserReviews-g196646-d3506371-r576007215-Les_Terrasses_Poulard-Mont_Saint_Michel_Manche_Basse_Normandie_Normandy.html
Duret_Philippe	Le Chalet Restaurant - Annecy	5.0	NE	Positive	Positive	NE	Contente de mon choix.  Nous nous sommes régalés avec un plat typiquement savoyard.  Un super cadre ! Puis pour couronner le tout un accueil chaleur avec un super service d'un serveur prénommé Antoine.  Nous savons où revenir les prochaines fois.	https://www.tripadvisor.fr/ShowUserReviews-g187260-d5799201-r964931949-Le_Chalet_Restaurant-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Berger_Selvaradjou	Le Bombay	3.0	Négative	Positive	Négative	NE	Je n'était pas venue depuis plusieurs années et quelle déception quand j'a constaté que le menu n'existait plus.  TOUT est payant est cher : le pain, le riz qui accompagne le plat.. bref c'est un peu dommage car les tarifs sont devenues très cher alors qu'avant cela était abordable.  Le service a été très long. Plus d'une heure pour avoir l'entrée. La salle était pleine comme à chaque fois que je passe devant le restaurant. Le goût toujours au rdv.  Mais trop cher et absence de menu. je n'y retournerai pas.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d795433-r855645173-Le_Bombay-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Bour	La veyrie - Bernin	5.0	NE	Positive	Positive	Positive	Nous avons choisis La Veyrie pour nous retrouver en famille. Un amis nous avez conseillez ce restaurant. Nous n’avons pas été déçus. Les plats étaient délicieux, de plus l’acceul a été très chaleureux. Nous reviendrons avec plaisir.	https://www.tripadvisor.fr/ShowUserReviews-g858498-d8263818-r544154194-La_Veyrie-Bernin_Isere_Auvergne_Rhone_Alpes.html
Meftah_Bourass	"""""""Terre Adélice - Lyon"""""""	5.0	Positive	Positive	NE	NE	"""""""Si vous vous promenez dans le """"""""Vieux LYON """""""" et que vous avez envie de déguster une bonne glace, c'est l'endroit incontournable. Ne regardez pas le prix qui est sensiblement supérieur aux autres glaciers. Mais dans cette maison vous mangerez une glace aux arômes naturels alors que les autres glaciers vous proposent des glaces aux arômes artificiels. Personnellement, je préfère la qualité à la quantité. Terre Adélice propose plus de 150 parfums. J'ai dégusté en terrasse avec mon épouse et des amis, la glace citron/Limoncello et melon de l'Ardèche, mon épouse: caramel à la crème salée et nougat. 14€ pour l'ensemble c'est vraiment raisonnable."""""""	"""""""https://www.tripadvisor.fr/ShowUserReviews-g187265-d2443980-r174451355-Terre_Adelice_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html"""""""
Genevey_Pernier	La Belle Idée - Grenoble	4.0	NE	Positive	Positive	NE	Accueil soigné et sympathique, la cuisine est simple mais juste, beaucoup de goût, vraiment une belle découverte!	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2222187-r535616174-La_Belle_Idee-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Mathon_Zarch	Le Gratin Dauphinois - Grenoble	5.0	Positive	Positive	Positive	Positive	A 5, en famille, le soir pour dîner, ce restaurant est un lieu où l'on est très bien accueilli et qui sert de la très bonne cuisine.  Dans le centre-ville de Grenoble, près de la gare, le restaurant dispose d'une terrasse et l'intérieur est très bien aménagé. La carte est de taille raisonnable avec des plats cuisinés maison. Ravioles de Royans, filet de truite ou encore burger au poulet, les plats sont soignés et les portions généreuses. L'accompagnement est à la hauteur avec des plats de gratin dauphinois évidemment mais aussi des frites maison ou des légumes. En dessert, les crumbles et la mousse au chocolat ne déçoivent pas non plus. Au final, un lieu très sympathique avec un service professionnel et souriant.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d9856054-r599356588-Le_Gratin_Dauphinois-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Bernard	Bistrot André - Grenoble	5.0	NE	Positive	Positive	Positive	Excellent repas, Personnel au top …Professionnel, sympathique sachant mettre à l’aise. Service impeccable , Pas d’attente entre les plats. Très belle décoration	https://www.tripadvisor.fr/ShowUserReviews-g187272-d10312929-r974173251-Bistro_Andre-Valence_Drome_Auvergne_Rhone_Alpes.html
Chaussemy_Zergua	Les Grands Buffets - Narbonne	5.0	NE	Positive	Positive	NE	C'est gargantuesque et c'est excellent.  Merci à Kévin, Alain et Marion pour leur professionnalisme et pour le service impeccable.  À faire sans modération	https://www.tripadvisor.fr/ShowUserReviews-g187155-d1903797-r972713736-Les_Grands_Buffets-Narbonne_Aude_Occitanie.html
Guo	L'Entrecôte	4.0	Positive	Positive	NE	NE	de vraies nappes tissu et couverts, un chauffe-plat pour que la viande reste chaude, des pommes-allumettes recervient copieusement sans avoir à redemander un supplément, je vous recommande, en final, le sorbet fraise avec de vrais morceaux..... Bref !! rapport qualité - prix excelent pour un restau au coeur de lyon !!	https://www.tripadvisor.fr/Restaurant_Review-g187265-d2075406-Reviews-or210-L_Entrecote-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Chaussemy_Zergua	Les Grands Buffets - Narbonne	2.0	Négative	Positive	Négative	Négative	Je pourrais paraphraser Tour09199372467, tellement nos expériences se ressemblent. Le champagne servi à la hussarde, obligés de réclamer 2 cacahuètes avant de rentrer dans l' eden culinaire promis. Salle d'apparat et caviste au top et c'est fini........plats sans saveur (homard,Paris Brest,...) voire médiocres (vole au vent de ris de veau, crêpe Suzette,..), files d'attente sans fin, personnel sous pression, agacé et/ou limite correction. Expérience très désagréable et certainement pas renouvelée !!	https://www.tripadvisor.fr/ShowUserReviews-g187155-d1903797-r952285205-Les_Grands_Buffets-Narbonne_Aude_Occitanie.html
Bernard	Bistrot André - Grenoble	3.0	NE	Négative	Négative	Neutre	Quand on va chez André on s’attend forcément à la patte PIC.  Légère déception pour nous.  Atmosphère très bruyante, au demeurant pourquoi pas on est dans une brasserie.  Gâteau de foie de volailles un peu pouf pouf avec sur le dessus une tuile croustillante qui n’en a que le nom… Ensuite l’idée de la tomate farcie végétale a du sens. Jusqu’à ce que la tomate en question ne soit pas pelée et que l’on se retrouve avec cette sensation désagréable de peaux de tomates qui s’agglomèrent en bouche.  J’allais oublier le service qui, charmant sans nul doute, se trompe 2 fois sur la livraison de notre commande.  En bref , une fois mais pas 2. Dommage !	https://www.tripadvisor.fr/ShowUserReviews-g187272-d10312929-r969304038-Bistro_Andre-Valence_Drome_Auvergne_Rhone_Alpes.html
Duret_Philippe	Le Chalet Restaurant - Annecy	5.0	NE	Positive	Positive	NE	Produits du terroir et de grande qualité, excellente cuisine, service parfait, patron sympathique... C'est pour ce genre d'expérience qu'on aime aller au restaurant !	https://www.tripadvisor.fr/ShowUserReviews-g187260-d5799201-r949429041-Le_Chalet_Restaurant-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Guo	L'Entrecôte	5.0	NE	Positive	Positive	NE	Serveur très aimable, merci à eux. Très bonne cuisson de la viande, les frites sont excellentes ainsi que la sauce qui fait vraiment tout !! Je conseille ce restaurant.	https://www.tripadvisor.fr/Restaurant_Review-g187265-d2075406-Reviews-or30-L_Entrecote-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Bernard	Bistrot André - Grenoble	5.0	NE	NE	NE	Positive	accueil discret et efficace mets de choix parfait appariement des mets doggy bag offert ! gamme de livres de Anne Sophie Pic à feuilleter	https://www.tripadvisor.fr/ShowUserReviews-g187272-d10312929-r964623464-Bistro_Andre-Valence_Drome_Auvergne_Rhone_Alpes.html
Gaubert_Godin	Brasserie Chavant Grenoble	3.0	Négative	Neutre	Positive	Positive	Nous sommes allés à Brasserie Chavant pour un dîner en tête. Le cadre est soigné, l'accueil aussi. Pour le reste, les plats sont correctes, même bons mais vraiment aps au niveau du prix. C'est dommage, nous n'y retournerons pas. Grenoble propose des resto bien meilleur pour la même gamme de prix, où vraiment moins cher pour la même qualité.	https://www.tripadvisor.fr/Restaurant_Review-g187264-d3237883-Reviews-or120-Brasserie_Chavant_Grenoble-Grenoble_Isere_Auvergne_Rhone_Alpes.html
